Age,Annual Income (LPA),Borrowed Amount (LPA),Credit Score,Loan Tenure (months),Employment Status,Existing Loans,Marital Status,Education Level,Predicted Repayment Probability (%),Loan Eligibility
34,10.06,3.58,798,138,1,3,1,2,20.97,❌ Unlikely to Get Loan
25,10.98,7.29,426,185,0,0,0,1,2.71,❌ Unlikely to Get Loan
54,5.66,4.69,677,117,0,0,0,1,15.83,❌ Unlikely to Get Loan
34,22.34,11.11,789,68,0,1,1,1,23.92,❌ Unlikely to Get Loan
36,13.29,9.05,868,179,0,4,1,1,21.0,❌ Unlikely to Get Loan
27,10.4,1.25,595,23,0,1,0,1,15.95,❌ Unlikely to Get Loan
29,18.52,12.23,694,131,0,1,0,2,16.4,❌ Unlikely to Get Loan
29,13.22,13.05,766,197,1,1,0,2,16.49,❌ Unlikely to Get Loan
59,21.62,16.58,761,72,0,0,1,1,20.39,❌ Unlikely to Get Loan
42,4.98,4.45,576,234,0,0,1,1,8.61,❌ Unlikely to Get Loan
64,16.81,19.94,589,227,0,1,1,0,4.58,❌ Unlikely to Get Loan
23,11.81,17.68,486,71,1,1,0,1,2.03,❌ Unlikely to Get Loan
36,22.75,15.6,654,27,0,0,0,2,17.01,❌ Unlikely to Get Loan
29,19.73,6.71,616,113,0,2,0,2,15.06,❌ Unlikely to Get Loan
34,14.32,21.04,485,78,0,1,1,2,1.34,❌ Unlikely to Get Loan
63,14.4,7.19,743,28,-1,1,1,1,21.63,❌ Unlikely to Get Loan
55,11.34,5.29,673,193,0,1,1,1,14.96,❌ Unlikely to Get Loan
53,21.06,27.73,758,106,0,0,0,2,14.14,❌ Unlikely to Get Loan
46,7.73,10.44,736,103,0,3,1,1,14.22,❌ Unlikely to Get Loan
26,11.52,6.59,781,122,0,0,1,1,22.04,❌ Unlikely to Get Loan
39,17.07,17.18,668,112,0,1,0,1,12.31,❌ Unlikely to Get Loan
38,6.07,6.47,699,121,0,0,1,0,15.98,❌ Unlikely to Get Loan
25,3.89,3.24,681,129,1,3,0,1,13.19,❌ Unlikely to Get Loan
41,19.26,18.03,795,77,0,0,1,0,20.3,❌ Unlikely to Get Loan
55,1.0,1.0,771,163,0,0,1,1,19.92,❌ Unlikely to Get Loan
60,19.45,21.19,748,136,1,2,0,2,13.85,❌ Unlikely to Get Loan
61,9.31,12.54,565,111,1,1,1,1,6.83,❌ Unlikely to Get Loan
38,2.31,3.03,899,170,0,0,1,2,25.83,❌ Unlikely to Get Loan
40,22.92,28.44,652,132,0,2,1,2,6.93,❌ Unlikely to Get Loan
55,1.0,1.0,670,55,0,2,1,1,15.1,❌ Unlikely to Get Loan
59,20.94,24.48,867,114,1,2,1,1,18.87,❌ Unlikely to Get Loan
60,35.1,11.61,709,127,1,1,0,0,22.5,❌ Unlikely to Get Loan
23,25.63,31.2,662,143,1,3,0,2,5.8,❌ Unlikely to Get Loan
27,9.53,5.26,772,104,0,0,0,0,21.65,❌ Unlikely to Get Loan
29,24.29,7.11,598,171,1,1,0,1,15.06,❌ Unlikely to Get Loan
45,21.11,23.62,530,28,0,2,1,1,4.35,❌ Unlikely to Get Loan
40,5.4,4.05,626,151,1,0,1,2,13.14,❌ Unlikely to Get Loan
29,4.2,3.66,875,94,1,1,0,1,25.17,❌ Unlikely to Get Loan
29,14.0,18.26,612,141,0,0,0,1,8.37,❌ Unlikely to Get Loan
35,16.36,10.03,664,26,1,1,1,2,17.19,❌ Unlikely to Get Loan
50,20.33,9.98,717,118,0,1,0,1,19.21,❌ Unlikely to Get Loan
36,19.97,13.12,757,197,0,1,0,2,18.32,❌ Unlikely to Get Loan
56,13.78,13.58,736,135,1,2,1,0,14.72,❌ Unlikely to Get Loan
43,7.99,3.31,609,160,0,4,1,2,9.76,❌ Unlikely to Get Loan
38,19.29,23.4,856,63,1,3,1,2,18.61,❌ Unlikely to Get Loan
39,21.02,28.08,688,46,0,1,1,1,10.56,❌ Unlikely to Get Loan
50,13.12,18.04,817,203,-1,0,1,1,17.24,❌ Unlikely to Get Loan
35,10.49,10.1,584,82,-1,1,1,1,10.08,❌ Unlikely to Get Loan
62,8.16,11.54,745,77,0,1,0,2,16.71,❌ Unlikely to Get Loan
51,1.0,1.0,759,36,0,0,1,1,21.7,❌ Unlikely to Get Loan
33,6.2,5.48,622,118,1,0,1,0,12.7,❌ Unlikely to Get Loan
25,23.57,17.12,772,114,0,2,0,1,18.75,❌ Unlikely to Get Loan
45,12.33,18.15,558,39,0,2,0,1,5.22,❌ Unlikely to Get Loan
40,7.25,1.64,597,115,0,1,1,1,13.1,❌ Unlikely to Get Loan
52,11.79,7.79,770,37,1,1,0,0,21.28,❌ Unlikely to Get Loan
47,9.07,2.99,552,33,0,1,0,1,12.28,❌ Unlikely to Get Loan
37,15.52,9.25,771,39,-1,2,0,1,21.29,❌ Unlikely to Get Loan
64,9.17,12.1,592,168,0,1,1,1,7.32,❌ Unlikely to Get Loan
43,11.6,4.82,775,225,1,1,0,1,19.65,❌ Unlikely to Get Loan
24,1.0,1.0,523,17,0,3,1,1,7.69,❌ Unlikely to Get Loan
37,4.13,1.6,669,159,0,0,1,1,15.74,❌ Unlikely to Get Loan
23,14.48,21.3,752,184,0,1,0,1,12.28,❌ Unlikely to Get Loan
24,10.81,2.24,888,28,0,2,0,1,29.12,❌ Unlikely to Get Loan
63,16.67,21.48,621,65,-1,0,0,1,9.52,❌ Unlikely to Get Loan
35,14.0,19.67,518,39,1,1,1,1,3.98,❌ Unlikely to Get Loan
63,23.23,27.62,585,223,0,0,1,0,3.76,❌ Unlikely to Get Loan
56,1.0,1.0,761,95,-1,2,1,1,18.92,❌ Unlikely to Get Loan
25,11.52,7.56,894,197,0,1,0,1,24.81,❌ Unlikely to Get Loan
65,17.12,2.43,633,43,0,1,1,2,19.3,❌ Unlikely to Get Loan
32,12.64,4.72,795,168,1,2,1,1,21.27,❌ Unlikely to Get Loan
21,9.92,13.91,708,153,0,0,0,1,13.69,❌ Unlikely to Get Loan
54,8.49,9.5,744,52,1,1,1,1,18.02,❌ Unlikely to Get Loan
31,6.85,5.96,676,218,1,0,1,1,13.72,❌ Unlikely to Get Loan
64,8.48,12.6,592,36,-1,0,1,2,10.5,❌ Unlikely to Get Loan
44,4.66,5.43,829,120,0,1,0,1,21.72,❌ Unlikely to Get Loan
48,9.87,9.47,654,69,-1,0,1,2,14.99,❌ Unlikely to Get Loan
63,5.33,4.4,622,187,0,2,1,2,10.25,❌ Unlikely to Get Loan
51,20.78,15.62,719,12,1,1,1,2,18.88,❌ Unlikely to Get Loan
53,5.11,6.63,687,197,0,2,1,1,11.92,❌ Unlikely to Get Loan
52,24.58,19.06,900,196,0,0,1,2,24.97,❌ Unlikely to Get Loan
26,19.63,13.94,710,34,0,1,0,1,18.32,❌ Unlikely to Get Loan
57,21.43,9.07,700,118,1,1,0,1,19.11,❌ Unlikely to Get Loan
48,11.75,11.66,801,190,0,2,1,1,17.47,❌ Unlikely to Get Loan
55,2.92,1.0,703,77,0,1,1,1,17.88,❌ Unlikely to Get Loan
32,1.0,1.0,765,92,1,0,1,1,20.94,❌ Unlikely to Get Loan
60,18.71,15.64,735,157,0,0,1,1,17.0,❌ Unlikely to Get Loan
55,11.23,5.99,798,137,0,1,1,2,22.03,❌ Unlikely to Get Loan
58,8.42,6.9,806,175,0,2,1,1,19.19,❌ Unlikely to Get Loan
52,17.25,7.44,612,146,1,0,1,1,14.6,❌ Unlikely to Get Loan
43,33.08,40.0,590,140,-1,2,1,2,1.51,❌ Unlikely to Get Loan
65,12.31,3.15,584,142,0,1,1,2,13.06,❌ Unlikely to Get Loan
28,20.86,8.53,738,114,0,1,0,1,21.27,❌ Unlikely to Get Loan
63,10.75,8.05,846,146,1,1,1,2,22.99,❌ Unlikely to Get Loan
59,19.73,14.09,523,143,0,1,1,0,6.73,❌ Unlikely to Get Loan
34,12.81,13.33,885,69,-1,1,1,2,24.65,❌ Unlikely to Get Loan
60,19.25,20.97,789,230,1,1,0,2,15.08,❌ Unlikely to Get Loan
64,16.97,17.3,580,209,-1,1,1,2,6.31,❌ Unlikely to Get Loan
28,6.86,6.81,663,49,0,1,1,1,14.96,❌ Unlikely to Get Loan
23,1.0,1.0,607,98,1,1,1,1,12.11,❌ Unlikely to Get Loan
55,1.0,1.0,823,97,1,1,0,1,22.7,❌ Unlikely to Get Loan
61,15.32,3.44,774,94,0,1,1,1,24.03,❌ Unlikely to Get Loan
45,22.8,2.36,666,153,0,0,1,1,21.57,❌ Unlikely to Get Loan
34,16.71,21.66,698,55,1,2,1,2,11.84,❌ Unlikely to Get Loan
48,23.05,2.64,779,106,0,0,1,1,27.98,❌ Unlikely to Get Loan
37,25.37,34.74,673,196,0,1,1,2,5.44,❌ Unlikely to Get Loan
32,16.08,6.32,618,153,0,2,1,1,13.21,❌ Unlikely to Get Loan
42,1.0,1.0,688,205,1,1,1,1,14.08,❌ Unlikely to Get Loan
32,2.66,3.73,730,103,0,1,1,2,17.59,❌ Unlikely to Get Loan
30,6.58,4.17,595,112,0,0,1,1,12.53,❌ Unlikely to Get Loan
23,1.0,1.23,669,84,0,1,1,1,15.39,❌ Unlikely to Get Loan
48,1.0,1.0,694,138,0,1,1,1,15.67,❌ Unlikely to Get Loan
51,11.7,8.22,701,144,0,1,1,0,15.73,❌ Unlikely to Get Loan
32,2.68,1.0,826,206,1,2,1,1,20.58,❌ Unlikely to Get Loan
22,5.64,1.91,756,79,0,0,0,1,21.89,❌ Unlikely to Get Loan
34,14.2,7.61,748,145,0,0,1,1,20.35,❌ Unlikely to Get Loan
61,5.04,6.82,589,94,0,1,1,1,9.76,❌ Unlikely to Get Loan
53,12.53,4.49,650,112,1,0,1,1,16.98,❌ Unlikely to Get Loan
61,9.8,11.74,727,169,1,2,1,1,13.41,❌ Unlikely to Get Loan
36,20.59,5.21,693,171,1,2,1,1,18.57,❌ Unlikely to Get Loan
64,6.83,8.46,785,16,0,0,0,1,21.58,❌ Unlikely to Get Loan
30,1.16,1.0,765,166,0,1,1,1,18.77,❌ Unlikely to Get Loan
27,9.47,3.9,494,67,0,1,0,2,8.73,❌ Unlikely to Get Loan
65,29.2,12.35,724,169,1,1,1,2,20.59,❌ Unlikely to Get Loan
37,24.29,30.45,748,131,0,0,0,0,12.53,❌ Unlikely to Get Loan
45,25.17,23.21,493,176,1,0,1,1,3.09,❌ Unlikely to Get Loan
50,15.36,15.25,734,67,0,1,1,2,17.02,❌ Unlikely to Get Loan
64,13.52,16.86,900,66,0,1,1,2,23.82,❌ Unlikely to Get Loan
23,3.95,4.61,649,130,0,0,1,1,13.79,❌ Unlikely to Get Loan
22,15.67,1.94,652,145,0,2,0,2,17.25,❌ Unlikely to Get Loan
64,1.14,1.0,722,195,0,0,1,1,16.92,❌ Unlikely to Get Loan
45,10.47,5.22,803,237,0,1,1,2,20.56,❌ Unlikely to Get Loan
61,15.25,18.59,791,235,0,1,1,1,14.8,❌ Unlikely to Get Loan
44,7.17,1.0,619,53,0,0,1,1,16.54,❌ Unlikely to Get Loan
55,15.46,1.93,732,221,1,0,0,1,21.19,❌ Unlikely to Get Loan
55,7.75,2.94,662,45,-1,0,1,2,18.31,❌ Unlikely to Get Loan
27,1.0,1.0,641,117,0,0,0,1,14.36,❌ Unlikely to Get Loan
22,18.14,6.03,786,124,0,1,1,0,23.62,❌ Unlikely to Get Loan
62,17.06,3.75,900,182,0,3,0,2,27.4,❌ Unlikely to Get Loan
42,7.2,7.38,678,79,0,0,1,0,15.64,❌ Unlikely to Get Loan
42,11.3,3.63,640,147,0,0,1,1,15.93,❌ Unlikely to Get Loan
47,31.91,31.61,590,164,1,0,1,1,6.26,❌ Unlikely to Get Loan
65,17.7,13.13,812,179,1,1,1,2,20.53,❌ Unlikely to Get Loan
65,7.06,9.2,900,142,0,2,0,1,22.81,❌ Unlikely to Get Loan
31,14.81,7.06,549,232,0,1,1,1,8.45,❌ Unlikely to Get Loan
33,16.66,24.66,666,35,1,0,1,1,10.75,❌ Unlikely to Get Loan
38,9.44,8.28,479,87,1,0,1,1,6.12,❌ Unlikely to Get Loan
25,10.66,15.48,763,120,1,1,0,0,15.3,❌ Unlikely to Get Loan
46,1.0,1.01,634,24,0,1,1,2,15.04,❌ Unlikely to Get Loan
55,10.74,4.66,602,15,0,3,1,1,13.04,❌ Unlikely to Get Loan
47,1.72,1.0,638,127,0,1,1,1,13.35,❌ Unlikely to Get Loan
27,2.46,1.0,565,209,-1,0,1,2,9.7,❌ Unlikely to Get Loan
27,8.54,5.96,821,45,0,1,0,1,23.8,❌ Unlikely to Get Loan
29,15.77,8.84,779,126,0,2,0,1,20.31,❌ Unlikely to Get Loan
40,1.0,1.0,835,126,1,3,1,1,21.02,❌ Unlikely to Get Loan
31,9.3,3.54,647,228,1,1,1,2,13.41,❌ Unlikely to Get Loan
31,1.0,1.27,738,37,0,2,1,1,18.73,❌ Unlikely to Get Loan
47,29.01,36.98,744,138,1,0,0,2,10.94,❌ Unlikely to Get Loan
37,1.0,1.0,750,228,0,0,1,0,17.5,❌ Unlikely to Get Loan
56,11.25,10.68,652,41,1,1,1,2,14.23,❌ Unlikely to Get Loan
23,2.15,1.48,759,42,1,2,1,1,19.92,❌ Unlikely to Get Loan
65,14.97,14.62,786,199,1,0,1,1,17.92,❌ Unlikely to Get Loan
23,1.0,1.2,724,163,-1,0,1,1,17.63,❌ Unlikely to Get Loan
32,23.33,18.33,724,124,0,0,1,2,17.59,❌ Unlikely to Get Loan
40,31.52,38.07,879,61,0,1,1,1,18.36,❌ Unlikely to Get Loan
46,21.15,28.54,778,51,0,1,0,1,14.67,❌ Unlikely to Get Loan
50,12.96,19.26,619,113,0,1,1,1,7.48,❌ Unlikely to Get Loan
64,8.79,12.75,668,93,1,2,1,2,11.28,❌ Unlikely to Get Loan
34,3.84,1.72,865,141,0,0,0,1,25.59,❌ Unlikely to Get Loan
30,1.8,1.72,900,176,0,1,0,2,25.3,❌ Unlikely to Get Loan
55,6.93,4.16,642,234,0,0,1,1,12.65,❌ Unlikely to Get Loan
29,16.35,17.65,754,58,-1,0,1,0,17.93,❌ Unlikely to Get Loan
31,7.75,2.94,739,92,-1,1,1,0,19.96,❌ Unlikely to Get Loan
27,10.41,5.08,747,205,0,0,0,2,19.35,❌ Unlikely to Get Loan
28,14.09,20.53,619,46,1,0,0,1,9.35,❌ Unlikely to Get Loan
43,19.68,18.69,758,226,0,1,1,1,14.81,❌ Unlikely to Get Loan
27,27.0,10.27,620,173,0,1,0,1,15.54,❌ Unlikely to Get Loan
48,1.0,1.0,524,229,0,2,0,2,4.82,❌ Unlikely to Get Loan
49,27.77,16.69,784,163,0,1,1,2,21.17,❌ Unlikely to Get Loan
54,22.98,9.77,883,190,0,0,1,2,28.26,❌ Unlikely to Get Loan
30,18.27,3.34,659,157,0,3,0,1,16.4,❌ Unlikely to Get Loan
32,9.38,13.8,701,171,-1,1,1,2,12.26,❌ Unlikely to Get Loan
38,8.53,5.29,609,14,1,1,1,1,14.16,❌ Unlikely to Get Loan
39,20.44,17.66,718,19,1,3,0,1,15.52,❌ Unlikely to Get Loan
46,9.13,6.08,687,191,0,0,1,1,15.5,❌ Unlikely to Get Loan
56,1.0,1.09,614,128,1,1,1,1,11.77,❌ Unlikely to Get Loan
27,10.82,12.39,640,108,0,0,0,1,12.19,❌ Unlikely to Get Loan
52,7.11,9.67,500,32,1,0,1,2,6.9,❌ Unlikely to Get Loan
43,20.49,11.23,529,142,0,2,1,2,8.27,❌ Unlikely to Get Loan
27,1.0,1.47,502,25,0,1,0,2,8.26,❌ Unlikely to Get Loan
36,31.55,38.35,630,45,-1,0,1,2,7.4,❌ Unlikely to Get Loan
25,11.47,4.21,668,73,1,0,0,1,18.4,❌ Unlikely to Get Loan
61,1.0,1.0,734,71,-1,1,1,1,18.93,❌ Unlikely to Get Loan
37,12.28,7.09,797,79,1,1,1,1,22.64,❌ Unlikely to Get Loan
26,15.48,12.65,555,145,1,2,0,1,6.84,❌ Unlikely to Get Loan
45,21.96,11.74,800,225,0,0,1,2,22.21,❌ Unlikely to Get Loan
52,12.55,5.52,667,178,1,0,0,1,16.05,❌ Unlikely to Get Loan
21,13.27,15.11,764,63,0,1,0,1,17.76,❌ Unlikely to Get Loan
27,12.63,10.39,764,164,0,1,0,1,17.96,❌ Unlikely to Get Loan
27,2.35,2.04,723,64,0,1,0,1,18.44,❌ Unlikely to Get Loan
36,12.24,8.5,740,144,1,1,1,2,18.12,❌ Unlikely to Get Loan
26,11.77,16.2,769,34,0,0,1,2,18.68,❌ Unlikely to Get Loan
51,6.4,1.06,900,100,1,2,0,1,27.34,❌ Unlikely to Get Loan
57,1.0,1.2,900,217,0,1,1,1,24.29,❌ Unlikely to Get Loan
55,8.92,10.96,666,172,0,3,0,2,9.76,❌ Unlikely to Get Loan
34,16.85,10.93,842,68,0,2,0,2,24.05,❌ Unlikely to Get Loan
54,23.78,4.66,705,100,0,0,1,1,23.67,❌ Unlikely to Get Loan
35,10.34,12.37,762,91,0,3,0,2,15.86,❌ Unlikely to Get Loan
62,10.84,7.92,630,173,0,0,0,2,12.81,❌ Unlikely to Get Loan
58,9.74,9.42,818,41,0,0,0,2,23.49,❌ Unlikely to Get Loan
38,14.46,17.73,759,26,0,1,1,2,17.54,❌ Unlikely to Get Loan
58,8.1,2.7,823,101,0,2,1,1,23.36,❌ Unlikely to Get Loan
51,16.49,10.09,633,102,1,2,1,1,13.08,❌ Unlikely to Get Loan
58,1.0,1.07,429,96,0,1,1,1,3.27,❌ Unlikely to Get Loan
57,16.39,9.5,900,213,0,1,1,1,25.45,❌ Unlikely to Get Loan
24,8.45,5.22,633,82,1,1,0,0,13.86,❌ Unlikely to Get Loan
49,11.02,12.56,690,19,0,2,1,1,14.47,❌ Unlikely to Get Loan
33,1.0,1.14,889,127,1,0,1,2,26.58,❌ Unlikely to Get Loan
30,11.75,11.06,598,178,1,2,0,1,7.87,❌ Unlikely to Get Loan
60,16.2,10.96,757,235,0,2,0,2,16.43,❌ Unlikely to Get Loan
54,21.04,13.54,900,136,-1,0,1,2,27.66,❌ Unlikely to Get Loan
57,12.09,6.17,731,136,1,0,1,2,19.78,❌ Unlikely to Get Loan
54,14.59,3.0,900,69,0,1,1,0,30.51,❌ Unlikely to Get Loan
63,16.95,2.78,709,227,0,0,1,1,20.11,❌ Unlikely to Get Loan
33,5.94,8.26,806,161,0,1,0,2,19.1,❌ Unlikely to Get Loan
52,22.31,6.22,688,14,1,1,1,2,22.42,❌ Unlikely to Get Loan
29,1.14,1.09,623,189,1,3,0,1,9.33,❌ Unlikely to Get Loan
54,18.49,8.91,721,128,0,1,1,2,19.39,❌ Unlikely to Get Loan
65,2.94,2.91,474,159,0,3,0,2,2.4,❌ Unlikely to Get Loan
52,1.0,1.08,604,171,1,0,0,2,11.58,❌ Unlikely to Get Loan
40,5.29,6.34,682,239,0,2,1,2,11.35,❌ Unlikely to Get Loan
21,16.76,3.81,737,169,0,2,1,1,20.29,❌ Unlikely to Get Loan
62,3.66,1.0,876,144,0,2,1,1,24.52,❌ Unlikely to Get Loan
37,18.88,23.22,672,207,-1,1,1,1,8.49,❌ Unlikely to Get Loan
56,12.27,17.26,626,167,0,3,1,2,5.95,❌ Unlikely to Get Loan
31,2.74,1.26,728,148,0,3,0,1,15.8,❌ Unlikely to Get Loan
63,9.99,5.3,635,172,0,1,1,1,12.99,❌ Unlikely to Get Loan
29,18.21,25.23,535,207,1,0,0,1,1.27,❌ Unlikely to Get Loan
22,22.33,26.99,631,50,1,2,0,1,7.65,❌ Unlikely to Get Loan
47,17.89,7.75,589,237,0,2,1,1,10.07,❌ Unlikely to Get Loan
26,19.66,18.0,776,237,0,2,1,2,15.18,❌ Unlikely to Get Loan
21,12.09,6.53,628,68,0,1,0,1,14.74,❌ Unlikely to Get Loan
59,8.62,6.2,775,155,1,0,1,1,20.2,❌ Unlikely to Get Loan
38,10.36,11.25,631,171,1,1,1,2,10.24,❌ Unlikely to Get Loan
58,23.41,10.51,732,190,1,2,1,1,18.44,❌ Unlikely to Get Loan
39,5.19,1.06,756,118,0,0,0,2,21.6,❌ Unlikely to Get Loan
21,12.41,18.5,631,71,0,1,0,1,9.07,❌ Unlikely to Get Loan
52,15.12,10.55,600,33,0,2,1,1,12.1,❌ Unlikely to Get Loan
21,10.16,11.4,776,13,0,0,1,1,21.02,❌ Unlikely to Get Loan
34,22.54,33.74,613,147,0,0,1,1,3.62,❌ Unlikely to Get Loan
37,14.96,2.3,555,227,1,2,1,1,10.23,❌ Unlikely to Get Loan
29,13.63,9.83,614,89,1,0,0,1,13.39,❌ Unlikely to Get Loan
63,13.66,1.74,632,167,-1,1,1,1,15.97,❌ Unlikely to Get Loan
59,21.13,21.34,807,79,0,1,1,1,19.12,❌ Unlikely to Get Loan
29,8.86,2.95,507,237,0,0,0,1,7.16,❌ Unlikely to Get Loan
31,6.65,9.42,846,102,1,1,1,1,21.63,❌ Unlikely to Get Loan
31,15.76,20.88,620,45,0,0,1,1,9.9,❌ Unlikely to Get Loan
46,16.84,17.09,725,16,0,2,1,1,16.0,❌ Unlikely to Get Loan
29,16.43,5.35,781,69,0,1,1,2,24.58,❌ Unlikely to Get Loan
55,1.0,1.0,676,114,0,1,1,1,15.21,❌ Unlikely to Get Loan
29,11.87,17.47,602,152,0,2,0,1,5.52,❌ Unlikely to Get Loan
28,12.55,6.8,875,205,0,1,1,1,24.47,❌ Unlikely to Get Loan
25,17.57,26.19,671,177,-1,1,1,2,7.36,❌ Unlikely to Get Loan
25,3.33,4.17,659,116,0,0,1,2,14.77,❌ Unlikely to Get Loan
35,16.92,14.29,900,190,0,0,1,1,24.68,❌ Unlikely to Get Loan
57,7.07,9.13,654,156,0,0,1,1,12.3,❌ Unlikely to Get Loan
46,11.45,16.75,490,226,0,2,1,2,-0.97,❌ Unlikely to Get Loan
54,23.15,11.69,859,105,0,1,1,2,26.85,❌ Unlikely to Get Loan
33,13.66,3.6,591,231,1,0,1,2,12.92,❌ Unlikely to Get Loan
48,13.59,2.93,895,70,1,0,1,1,31.03,❌ Unlikely to Get Loan
34,16.62,15.85,719,115,1,1,1,1,15.28,❌ Unlikely to Get Loan
21,17.64,9.8,694,117,0,1,0,0,17.14,❌ Unlikely to Get Loan
38,1.0,1.0,568,218,0,2,1,2,7.27,❌ Unlikely to Get Loan
23,18.94,6.02,756,227,0,0,1,2,21.84,❌ Unlikely to Get Loan
34,22.08,4.86,597,171,0,0,1,2,16.6,❌ Unlikely to Get Loan
47,13.02,7.13,755,141,0,0,1,1,20.58,❌ Unlikely to Get Loan
27,1.0,1.0,711,60,0,1,0,1,17.98,❌ Unlikely to Get Loan
36,6.33,1.23,832,153,-1,2,0,1,23.04,❌ Unlikely to Get Loan
62,2.66,1.0,613,104,1,1,1,0,12.54,❌ Unlikely to Get Loan
63,12.44,2.27,571,82,0,1,0,1,13.75,❌ Unlikely to Get Loan
52,13.1,14.52,638,104,0,0,0,1,11.82,❌ Unlikely to Get Loan
25,21.07,20.12,734,70,1,1,0,2,16.45,❌ Unlikely to Get Loan
22,23.24,24.86,845,145,1,2,1,1,17.88,❌ Unlikely to Get Loan
23,32.32,40.0,652,47,0,0,0,2,7.83,❌ Unlikely to Get Loan
27,6.47,6.28,679,58,1,1,0,2,15.83,❌ Unlikely to Get Loan
22,12.03,9.27,714,27,-1,0,1,0,19.2,❌ Unlikely to Get Loan
55,11.87,14.77,612,168,-1,1,0,1,7.95,❌ Unlikely to Get Loan
33,6.61,6.45,569,70,-1,0,1,1,10.97,❌ Unlikely to Get Loan
26,14.23,15.37,692,103,0,1,0,1,13.63,❌ Unlikely to Get Loan
25,17.96,12.68,784,90,1,1,0,1,20.94,❌ Unlikely to Get Loan
63,30.47,22.25,669,146,0,0,1,2,14.85,❌ Unlikely to Get Loan
31,17.04,12.38,787,29,0,4,1,1,19.41,❌ Unlikely to Get Loan
38,3.39,1.7,540,41,0,1,1,2,10.56,❌ Unlikely to Get Loan
39,1.32,1.27,690,193,1,0,0,1,15.26,❌ Unlikely to Get Loan
25,5.46,3.91,482,161,1,1,0,1,4.77,❌ Unlikely to Get Loan
28,17.4,2.89,733,155,0,1,0,1,21.87,❌ Unlikely to Get Loan
47,12.59,13.59,604,46,0,2,1,2,9.95,❌ Unlikely to Get Loan
62,1.68,1.35,778,102,-1,0,1,2,21.72,❌ Unlikely to Get Loan
34,5.06,1.85,387,13,-1,1,1,1,3.84,❌ Unlikely to Get Loan
23,20.65,3.71,804,42,1,1,0,1,28.13,❌ Unlikely to Get Loan
24,22.29,8.21,552,116,0,4,1,0,9.76,❌ Unlikely to Get Loan
53,1.0,1.0,642,167,1,2,1,1,11.57,❌ Unlikely to Get Loan
60,14.22,2.72,605,117,0,2,1,0,14.08,❌ Unlikely to Get Loan
57,18.86,18.15,772,41,1,1,1,1,18.85,❌ Unlikely to Get Loan
54,9.35,4.49,722,48,1,3,0,1,17.88,❌ Unlikely to Get Loan
46,20.29,29.44,783,60,1,2,0,1,13.05,❌ Unlikely to Get Loan
32,26.19,31.56,739,125,0,0,1,1,12.57,❌ Unlikely to Get Loan
30,20.26,5.18,651,53,0,2,0,1,18.62,❌ Unlikely to Get Loan
63,15.43,16.96,601,233,0,2,1,2,5.58,❌ Unlikely to Get Loan
47,4.96,6.27,757,121,0,2,1,0,16.73,❌ Unlikely to Get Loan
57,25.79,33.9,752,167,0,2,0,2,9.43,❌ Unlikely to Get Loan
21,4.54,3.93,629,102,1,1,1,2,13.1,❌ Unlikely to Get Loan
40,16.46,21.52,603,137,1,0,0,1,7.14,❌ Unlikely to Get Loan
38,7.06,8.25,731,141,0,1,1,2,16.17,❌ Unlikely to Get Loan
26,3.79,3.38,830,128,1,1,0,1,22.32,❌ Unlikely to Get Loan
27,22.69,15.68,701,134,-1,1,1,1,16.29,❌ Unlikely to Get Loan
26,23.19,2.39,676,130,0,0,1,1,22.66,❌ Unlikely to Get Loan
49,3.35,3.22,672,210,-1,2,1,2,12.31,❌ Unlikely to Get Loan
25,15.91,7.05,555,82,0,1,0,2,12.1,❌ Unlikely to Get Loan
61,10.85,4.54,817,192,1,3,1,2,20.63,❌ Unlikely to Get Loan
64,2.61,1.0,677,183,0,1,0,1,14.45,❌ Unlikely to Get Loan
23,4.94,5.22,613,222,0,0,0,1,10.28,❌ Unlikely to Get Loan
40,8.91,9.36,531,108,0,0,1,2,7.87,❌ Unlikely to Get Loan
25,14.04,9.61,775,193,0,3,0,2,17.22,❌ Unlikely to Get Loan
28,28.15,21.28,781,109,0,3,1,2,18.13,❌ Unlikely to Get Loan
21,20.23,23.56,716,126,0,1,0,1,12.4,❌ Unlikely to Get Loan
58,14.07,4.43,761,119,0,2,1,2,21.33,❌ Unlikely to Get Loan
55,11.12,4.69,686,228,1,2,0,1,14.15,❌ Unlikely to Get Loan
24,1.0,1.42,579,42,0,1,0,1,11.58,❌ Unlikely to Get Loan
25,7.05,10.56,827,50,1,1,0,2,21.42,❌ Unlikely to Get Loan
29,21.13,17.27,785,200,0,0,0,2,18.94,❌ Unlikely to Get Loan
28,19.61,14.65,611,212,0,0,1,1,10.7,❌ Unlikely to Get Loan
56,1.83,1.0,791,177,0,0,1,2,21.14,❌ Unlikely to Get Loan
44,9.67,10.06,811,98,0,0,1,2,21.82,❌ Unlikely to Get Loan
43,1.34,1.01,709,67,-1,0,1,1,18.83,❌ Unlikely to Get Loan
30,17.59,15.02,651,151,1,0,0,0,12.63,❌ Unlikely to Get Loan
38,15.21,21.37,742,133,0,0,1,1,13.87,❌ Unlikely to Get Loan
60,1.0,1.39,708,233,0,1,1,2,14.59,❌ Unlikely to Get Loan
31,16.83,23.3,638,17,1,1,0,1,9.47,❌ Unlikely to Get Loan
