Age,Annual Income (LPA),Borrowed Amount (LPA),Credit Score,Loan Tenure (months),Employment Status,Existing Loans,Marital Status,Education Level,Repayment Probability
65,9.46,8.87,703,148,Self-Employed,2,Married,Graduate,0.143
52,12.93,4.77,646,162,Self-Employed,0,Single,Graduate,0.111
50,20.57,8.41,614,128,Salaried,2,Married,Graduate,0.099
55,1.0,1.0,591,202,Self-Employed,1,Married,Post-Graduate,0.098
60,1.0,1.0,778,213,Salaried,0,Married,Graduate,0.129
36,7.3,4.26,693,186,Self-Employed,1,Married,Graduate,0.215
33,1.0,1.27,731,98,Salaried,0,Married,Graduate,0.082
62,8.6,5.27,715,85,Salaried,1,Single,Post-Graduate,0.168
50,16.02,18.53,744,77,Salaried,1,Married,Post-Graduate,0.156
39,4.87,3.48,674,48,Salaried,2,Single,Post-Graduate,0.139
37,1.0,1.2,651,136,Self-Employed,1,Married,Post-Graduate,0.172
39,12.55,18.41,618,177,Salaried,2,Married,Graduate,0.069
48,18.9,8.24,558,12,Salaried,2,Married,Graduate,0.109
46,1.0,1.31,587,187,Unemployed,0,Married,Graduate,0.066
57,18.56,18.01,663,93,Self-Employed,0,Married,Graduate,0.102
46,18.54,23.07,539,46,Salaried,1,Married,High School,0.073
43,19.63,19.87,561,82,Salaried,0,Married,Graduate,0.044
29,21.75,15.08,804,119,Self-Employed,2,Married,Post-Graduate,0.326
32,29.62,12.42,722,97,Salaried,2,Married,Post-Graduate,0.228
21,9.15,1.81,654,192,Self-Employed,2,Married,Graduate,0.143
21,12.88,10.94,900,36,Self-Employed,0,Married,Graduate,0.276
54,8.67,12.89,535,53,Salaried,0,Married,Post-Graduate,0.019
52,12.02,13.62,797,162,Unemployed,0,Married,Graduate,0.226
45,24.26,13.54,688,20,Salaried,0,Married,Graduate,0.144
60,1.24,1.56,778,166,Self-Employed,1,Married,Graduate,0.273
65,5.11,6.01,710,214,Salaried,0,Single,Graduate,0.196
21,23.02,11.38,512,62,Self-Employed,2,Married,Post-Graduate,0.126
36,20.16,2.42,709,230,Unemployed,2,Married,Graduate,0.231
59,9.09,2.41,733,231,Salaried,2,Married,Graduate,0.183
25,18.84,25.02,480,68,Self-Employed,0,Married,Graduate,0.02
42,14.73,18.72,894,93,Salaried,0,Married,Graduate,0.217
49,24.0,12.32,731,175,Self-Employed,0,Married,Graduate,0.187
23,12.6,6.29,767,173,Self-Employed,2,Married,Graduate,0.159
32,20.21,24.45,583,24,Unemployed,1,Married,High School,0.08
46,33.14,40.0,769,194,Unemployed,0,Married,Post-Graduate,0.195
36,16.78,19.98,808,185,Salaried,0,Married,Graduate,0.196
57,12.39,11.74,725,191,Salaried,0,Married,Post-Graduate,0.097
42,17.78,7.82,699,233,Unemployed,0,Married,Graduate,0.234
49,9.08,7.59,610,39,Self-Employed,1,Married,Post-Graduate,0.071
34,31.1,13.28,678,97,Salaried,1,Married,Post-Graduate,0.258
48,13.44,16.55,648,227,Salaried,2,Single,Graduate,0.084
25,9.82,6.3,757,122,Salaried,1,Married,High School,0.207
50,5.31,6.73,615,169,Self-Employed,0,Single,Graduate,0.163
25,20.78,13.18,756,56,Self-Employed,0,Single,Graduate,0.294
32,18.94,23.75,616,49,Salaried,1,Married,Graduate,0.067
36,8.02,4.54,673,31,Salaried,0,Married,Post-Graduate,0.093
46,16.61,11.9,761,209,Self-Employed,2,Married,Post-Graduate,0.201
46,1.0,1.0,629,108,Unemployed,2,Married,Graduate,0.071
41,13.48,2.67,765,186,Salaried,1,Married,Graduate,0.176
59,15.62,22.3,755,113,Unemployed,1,Married,Graduate,0.15
56,25.66,23.17,672,70,Salaried,0,Married,Graduate,0.119
53,5.83,4.73,816,218,Self-Employed,2,Married,Graduate,0.154
50,1.77,2.26,707,218,Self-Employed,5,Married,Graduate,0.083
57,4.84,6.35,810,235,Unemployed,3,Married,Post-Graduate,0.22
43,1.31,1.09,879,153,Self-Employed,1,Married,Graduate,0.222
30,22.69,31.72,675,53,Salaried,0,Single,Graduate,0.095
25,24.39,4.65,764,200,Unemployed,2,Single,Graduate,0.289
56,14.56,3.76,636,70,Self-Employed,2,Married,Graduate,0.151
54,21.77,20.37,596,19,Salaried,1,Married,Graduate,0.055
51,13.07,7.79,680,239,Salaried,1,Married,High School,0.121
30,11.24,8.43,563,68,Salaried,1,Single,Graduate,0.002
39,9.34,5.22,606,161,Self-Employed,0,Married,Post-Graduate,0.13
52,9.52,6.35,759,113,Self-Employed,0,Single,Graduate,0.188
21,1.0,1.25,648,95,Salaried,1,Single,Post-Graduate,0.086
25,14.11,13.13,771,227,Salaried,1,Single,High School,0.274
65,11.68,17.48,729,32,Salaried,2,Married,Post-Graduate,0.088
24,17.96,21.58,885,139,Salaried,1,Married,Graduate,0.257
36,12.75,6.16,752,167,Salaried,1,Single,Graduate,0.225
44,10.7,5.03,811,60,Unemployed,1,Married,Post-Graduate,0.223
36,5.03,2.87,740,162,Self-Employed,1,Single,Graduate,0.204
22,12.58,16.11,731,227,Salaried,1,Single,High School,0.102
48,17.91,2.48,816,65,Salaried,0,Single,Post-Graduate,0.271
52,2.85,1.2,766,162,Salaried,2,Married,Post-Graduate,0.167
47,12.7,17.36,721,79,Salaried,0,Single,Graduate,0.188
40,13.86,13.8,720,57,Unemployed,2,Married,Graduate,0.17
44,6.26,2.61,753,207,Salaried,2,Married,Post-Graduate,0.185
32,7.3,2.97,632,233,Salaried,3,Married,Graduate,0.011
55,13.84,18.1,628,167,Self-Employed,0,Married,Graduate,0.104
53,2.93,3.96,842,106,Salaried,2,Single,Post-Graduate,0.164
53,14.8,6.79,886,108,Salaried,2,Married,Graduate,0.212
63,4.84,3.33,607,61,Salaried,2,Single,Graduate,0.117
57,20.5,26.0,633,94,Salaried,0,Married,Graduate,0.168
32,30.7,36.21,814,74,Salaried,1,Single,Graduate,0.177
23,5.11,6.33,753,21,Unemployed,1,Single,Graduate,0.134
21,16.27,13.44,767,100,Self-Employed,0,Single,Graduate,0.311
53,6.19,8.52,789,176,Self-Employed,1,Married,Post-Graduate,0.126
60,20.33,11.31,675,152,Self-Employed,1,Single,Graduate,0.211
30,1.88,1.0,732,81,Self-Employed,3,Single,Post-Graduate,0.241
63,15.84,17.3,725,41,Salaried,2,Single,Post-Graduate,0.159
64,5.02,4.29,614,226,Self-Employed,0,Single,Graduate,0.041
49,10.34,13.4,731,239,Salaried,2,Married,Post-Graduate,0.12
33,3.75,1.0,823,91,Salaried,0,Single,Graduate,0.246
32,18.58,23.8,666,83,Self-Employed,0,Single,Graduate,0.013
51,5.3,2.71,715,219,Self-Employed,2,Married,High School,0.129
22,16.42,16.7,720,150,Salaried,1,Single,Graduate,0.075
55,9.25,1.44,671,134,Salaried,1,Married,Post-Graduate,0.17
43,11.08,10.56,767,140,Salaried,2,Married,Graduate,0.204
37,13.18,14.55,631,225,Self-Employed,0,Married,Graduate,0.08
46,5.91,3.64,833,157,Unemployed,0,Single,Post-Graduate,0.294
28,13.68,5.49,762,111,Self-Employed,1,Single,Graduate,0.24
49,24.24,20.67,606,22,Self-Employed,1,Married,Post-Graduate,0.07
46,5.78,7.32,869,95,Salaried,0,Married,Graduate,0.213
30,21.37,11.82,716,149,Salaried,2,Single,Graduate,0.232
46,23.98,10.87,627,187,Self-Employed,0,Single,High School,0.139
54,5.47,2.68,810,72,Salaried,2,Married,Graduate,0.362
61,1.0,1.43,749,149,Salaried,1,Single,Graduate,0.123
27,14.42,8.7,522,112,Self-Employed,0,Single,Graduate,0.149
24,7.62,1.0,647,133,Unemployed,1,Single,Graduate,0.069
65,26.95,32.19,727,71,Salaried,2,Single,Graduate,0.0
31,12.28,13.25,484,125,Unemployed,3,Married,Graduate,0.034
49,5.58,1.56,708,161,Salaried,0,Single,Post-Graduate,0.071
56,2.82,4.17,715,86,Salaried,2,Single,Graduate,0.225
45,20.72,19.71,581,110,Salaried,1,Married,Post-Graduate,0.142
41,7.43,5.95,727,20,Self-Employed,1,Married,High School,0.158
56,12.35,7.84,700,154,Salaried,1,Single,Graduate,0.135
30,19.65,26.69,580,94,Self-Employed,0,Married,Graduate,0.0
57,8.13,3.59,791,48,Salaried,3,Married,Graduate,0.134
29,11.63,5.82,783,81,Salaried,0,Married,Post-Graduate,0.176
44,11.87,3.22,671,239,Salaried,0,Married,Graduate,0.098
55,17.47,20.31,680,183,Salaried,1,Married,Graduate,0.108
55,16.73,15.62,772,208,Salaried,1,Married,Post-Graduate,0.238
56,10.24,9.76,679,142,Salaried,1,Single,Graduate,0.116
38,12.51,5.08,506,21,Self-Employed,3,Single,Graduate,0.082
59,9.03,9.14,748,216,Self-Employed,4,Married,Graduate,0.136
52,1.0,1.17,618,143,Salaried,2,Married,Graduate,0.05
44,14.06,8.45,661,67,Salaried,1,Married,Graduate,0.167
43,27.14,33.16,845,179,Salaried,1,Married,Graduate,0.117
52,4.93,2.9,686,44,Salaried,1,Married,Graduate,0.259
57,5.82,6.76,700,237,Self-Employed,0,Married,Post-Graduate,0.113
32,5.03,1.0,750,239,Salaried,2,Single,Post-Graduate,0.184
33,17.8,15.52,750,172,Unemployed,1,Married,Graduate,0.151
43,15.59,22.72,608,199,Unemployed,3,Married,Graduate,0.002
45,10.73,15.81,693,160,Salaried,1,Married,Graduate,0.131
55,4.66,2.3,703,114,Self-Employed,1,Single,Graduate,0.15
61,12.74,9.15,727,208,Salaried,1,Married,Post-Graduate,0.149
50,1.0,1.0,728,130,Salaried,1,Married,Post-Graduate,0.158
37,13.15,17.39,900,56,Unemployed,1,Single,High School,0.343
40,18.97,17.0,582,68,Self-Employed,0,Married,Graduate,0.098
45,1.99,1.27,798,216,Salaried,2,Married,Graduate,0.22
42,1.0,1.0,818,179,Self-Employed,0,Married,Post-Graduate,0.185
33,24.64,35.12,749,220,Self-Employed,1,Married,Graduate,0.06
39,7.11,5.99,634,137,Self-Employed,1,Married,Graduate,0.176
56,21.09,10.46,866,203,Salaried,1,Married,Graduate,0.263
32,10.77,6.36,480,138,Self-Employed,0,Married,Graduate,0.158
61,10.7,5.13,631,21,Self-Employed,1,Married,Graduate,0.135
39,15.51,14.62,817,85,Salaried,0,Married,Post-Graduate,0.315
32,4.93,6.91,662,77,Salaried,2,Married,Graduate,0.125
29,13.06,16.97,859,113,Salaried,1,Single,Post-Graduate,0.199
27,8.95,6.66,548,96,Salaried,0,Single,Graduate,0.122
48,1.44,1.81,588,204,Salaried,1,Married,Graduate,0.077
34,14.7,10.18,646,169,Self-Employed,1,Married,Post-Graduate,0.17
51,9.89,4.48,741,93,Self-Employed,1,Married,Graduate,0.195
39,10.74,15.86,677,46,Salaried,2,Married,Post-Graduate,0.086
36,2.32,1.22,650,64,Self-Employed,0,Married,Graduate,0.16
25,24.73,13.68,842,178,Self-Employed,0,Single,Graduate,0.133
55,19.01,28.24,851,123,Salaried,3,Single,Post-Graduate,0.11
32,19.71,5.67,658,33,Salaried,1,Married,Graduate,0.224
45,9.56,11.13,529,78,Salaried,1,Married,Post-Graduate,0.129
41,1.0,1.41,484,209,Salaried,0,Married,Post-Graduate,0.087
56,27.62,22.55,723,111,Salaried,0,Married,Graduate,0.177
43,11.51,1.19,765,91,Salaried,0,Married,Post-Graduate,0.247
36,6.01,3.76,706,206,Self-Employed,0,Single,Graduate,0.147
59,15.33,3.93,692,111,Salaried,0,Single,Graduate,0.201
65,21.34,14.57,619,86,Salaried,0,Married,High School,0.17
62,11.82,14.26,765,131,Unemployed,1,Married,High School,0.125
59,22.23,15.88,867,28,Self-Employed,2,Married,Graduate,0.25
34,20.66,14.56,478,158,Self-Employed,0,Married,High School,0.103
51,3.39,2.98,692,199,Salaried,0,Married,Graduate,0.19
25,6.61,6.04,602,83,Self-Employed,1,Single,Graduate,0.134
55,19.66,25.53,550,135,Salaried,1,Married,Graduate,0.0
43,1.0,1.0,587,217,Self-Employed,0,Single,Graduate,0.148
49,10.8,13.5,737,101,Salaried,1,Married,Graduate,0.056
63,1.0,1.0,740,228,Salaried,0,Married,Graduate,0.137
31,8.19,4.26,846,62,Unemployed,0,Married,Graduate,0.281
38,9.61,4.93,700,187,Salaried,2,Married,Graduate,0.19
32,9.13,5.53,524,68,Salaried,1,Married,Graduate,0.066
29,7.58,7.37,676,149,Salaried,0,Married,Graduate,0.169
30,3.22,1.36,561,43,Salaried,1,Single,Graduate,0.064
64,30.34,40.0,579,90,Salaried,0,Married,Graduate,0.042
37,26.94,24.38,758,134,Self-Employed,2,Married,High School,0.203
58,2.7,3.75,719,133,Salaried,2,Single,Graduate,0.149
27,24.66,4.07,758,79,Salaried,0,Married,Post-Graduate,0.349
33,8.8,5.1,664,39,Self-Employed,0,Married,Graduate,0.195
60,13.03,1.72,779,143,Self-Employed,0,Married,Post-Graduate,0.282
62,11.49,5.53,658,200,Unemployed,2,Married,Graduate,0.141
29,6.72,8.78,811,88,Salaried,0,Single,Graduate,0.11
47,19.87,3.01,734,151,Salaried,1,Married,Graduate,0.286
22,13.01,9.24,679,26,Salaried,0,Single,Graduate,0.211
25,8.19,2.17,721,40,Self-Employed,2,Single,Graduate,0.206
49,1.56,1.07,698,98,Salaried,1,Single,Post-Graduate,0.11
57,4.85,6.18,859,24,Self-Employed,1,Married,High School,0.248
58,1.0,1.0,724,49,Unemployed,1,Single,Graduate,0.174
39,12.1,13.69,699,197,Salaried,1,Single,Post-Graduate,0.024
28,2.43,1.43,676,121,Salaried,2,Single,Graduate,0.25
65,9.88,14.05,784,46,Salaried,2,Married,Graduate,0.239
21,22.96,25.09,770,179,Salaried,0,Single,Post-Graduate,0.109
42,21.59,14.91,672,87,Self-Employed,2,Married,Graduate,0.111
37,11.74,8.18,584,233,Salaried,2,Single,Graduate,0.083
27,11.3,15.66,609,121,Salaried,2,Single,Graduate,0.11
45,27.04,24.52,681,16,Salaried,0,Single,Graduate,0.147
65,16.17,17.61,834,13,Salaried,2,Married,Graduate,0.228
24,9.38,6.41,674,41,Salaried,1,Single,Graduate,0.134
56,1.0,1.0,640,110,Salaried,1,Married,Graduate,0.096
26,15.15,16.86,523,130,Salaried,1,Single,High School,0.015
51,18.63,17.72,851,21,Self-Employed,0,Married,Graduate,0.218
39,6.95,5.57,756,84,Self-Employed,0,Married,Graduate,0.133
64,14.33,13.95,779,220,Unemployed,3,Single,Graduate,0.145
59,9.09,3.56,796,135,Self-Employed,0,Married,Post-Graduate,0.302
47,10.53,12.76,683,49,Salaried,1,Married,Graduate,0.09
30,1.0,1.43,708,198,Self-Employed,0,Single,Graduate,0.135
46,10.23,13.79,848,105,Salaried,1,Single,Graduate,0.173
39,19.75,10.86,717,130,Salaried,0,Married,Graduate,0.138
59,6.95,4.65,758,174,Salaried,1,Married,Graduate,0.035
23,12.42,15.3,787,82,Salaried,3,Single,Graduate,0.125
65,5.95,5.55,764,151,Self-Employed,0,Married,High School,0.159
33,14.88,12.9,687,181,Salaried,1,Married,Post-Graduate,0.181
48,10.27,14.35,696,109,Salaried,1,Married,Graduate,0.127
40,4.49,3.82,777,188,Salaried,1,Married,Post-Graduate,0.229
48,22.66,18.6,777,138,Self-Employed,1,Single,Graduate,0.183
28,19.43,3.09,816,78,Salaried,1,Married,Graduate,0.266
61,7.16,1.41,755,44,Salaried,0,Single,Graduate,0.328
59,15.98,1.76,759,115,Self-Employed,0,Single,Graduate,0.23
21,16.3,22.47,655,152,Salaried,3,Married,Graduate,0.061
23,17.14,11.51,641,214,Unemployed,1,Married,Post-Graduate,0.09
33,1.0,1.0,778,159,Self-Employed,2,Married,Graduate,0.159
48,20.05,25.74,642,234,Salaried,0,Single,Post-Graduate,0.116
45,7.44,7.09,697,172,Self-Employed,0,Married,Graduate,0.155
53,9.14,8.71,837,45,Unemployed,0,Single,Post-Graduate,0.196
58,33.1,17.05,822,61,Salaried,1,Married,Graduate,0.276
26,14.41,18.26,730,189,Salaried,0,Single,Post-Graduate,0.184
64,8.91,2.96,670,148,Self-Employed,2,Single,Graduate,0.116
65,1.0,1.0,687,18,Salaried,1,Married,Graduate,0.145
52,23.12,8.51,786,148,Salaried,1,Married,Graduate,0.205
65,1.24,1.0,696,117,Self-Employed,1,Married,Graduate,0.151
41,3.97,1.97,644,165,Salaried,0,Married,Graduate,0.164
36,9.35,9.71,821,141,Self-Employed,0,Married,Post-Graduate,0.216
41,23.33,9.45,718,16,Salaried,1,Married,Graduate,0.237
31,18.19,19.05,642,124,Self-Employed,3,Single,Post-Graduate,0.15
57,10.74,2.44,747,77,Salaried,0,Married,Post-Graduate,0.238
56,14.47,4.43,797,127,Salaried,2,Married,High School,0.267
55,7.2,5.85,599,149,Salaried,1,Married,Post-Graduate,0.076
39,13.12,18.25,679,170,Salaried,2,Single,Post-Graduate,0.112
40,12.59,16.41,675,172,Salaried,1,Married,Graduate,0.117
38,19.75,28.76,745,119,Salaried,0,Single,Graduate,0.106
61,19.74,19.95,763,122,Unemployed,0,Married,High School,0.187
34,15.95,16.69,644,145,Salaried,2,Married,High School,0.016
35,9.1,8.87,550,25,Salaried,1,Married,Graduate,0.12
51,17.93,17.43,803,89,Salaried,1,Married,High School,0.13
21,11.26,3.45,588,26,Unemployed,0,Married,Graduate,0.225
23,3.34,2.88,727,236,Self-Employed,2,Single,Post-Graduate,0.132
36,8.77,5.62,686,132,Self-Employed,1,Single,Graduate,0.12
43,12.68,9.12,716,234,Salaried,0,Married,Graduate,0.194
31,19.28,16.06,865,220,Salaried,0,Married,Graduate,0.24
32,10.53,2.95,900,182,Salaried,1,Married,Graduate,0.273
30,2.33,1.41,536,218,Self-Employed,0,Single,Graduate,0.0
52,12.45,2.35,798,159,Salaried,1,Married,Graduate,0.285
36,12.91,19.0,684,32,Self-Employed,0,Married,Post-Graduate,0.138
28,13.49,3.59,804,203,Salaried,1,Married,Graduate,0.199
58,19.36,8.94,795,40,Salaried,1,Married,Graduate,0.201
32,20.15,27.16,840,198,Salaried,1,Married,Graduate,0.214
44,7.25,5.62,728,84,Salaried,0,Married,Graduate,0.211
48,7.07,2.05,611,203,Salaried,0,Single,Post-Graduate,0.209
28,3.68,2.35,792,104,Salaried,2,Single,Graduate,0.27
48,17.59,4.61,711,183,Salaried,0,Single,Graduate,0.214
56,23.59,8.97,676,173,Self-Employed,2,Married,Graduate,0.188
46,9.48,1.64,652,58,Salaried,1,Married,Graduate,0.103
28,10.07,7.19,800,20,Salaried,2,Single,Post-Graduate,0.259
48,23.73,29.17,860,199,Salaried,1,Single,High School,0.17
48,16.04,14.76,580,123,Salaried,1,Married,Graduate,0.083
57,15.49,14.7,762,41,Salaried,0,Married,Post-Graduate,0.179
61,2.47,1.0,662,28,Salaried,0,Single,Post-Graduate,0.214
56,17.43,10.13,553,191,Salaried,2,Married,Graduate,0.049
47,4.57,5.86,714,70,Salaried,0,Single,Graduate,0.125
37,2.93,1.0,616,130,Self-Employed,0,Married,Post-Graduate,0.087
29,9.23,12.01,542,143,Salaried,0,Married,High School,0.003
53,7.31,5.68,621,179,Salaried,4,Married,Graduate,0.127
40,10.23,13.01,597,235,Salaried,2,Single,High School,0.027
33,1.0,1.0,635,107,Salaried,3,Single,Graduate,0.109
48,19.67,11.3,567,146,Salaried,0,Married,Graduate,0.18
49,21.02,24.22,660,49,Salaried,1,Single,High School,0.061
33,1.0,1.2,628,43,Salaried,3,Married,Graduate,0.066
55,19.83,8.36,737,80,Self-Employed,2,Married,Graduate,0.214
26,5.52,8.07,759,78,Salaried,2,Married,High School,0.145
38,18.86,4.12,726,67,Self-Employed,0,Married,Graduate,0.292
25,11.45,2.24,676,31,Self-Employed,1,Single,Graduate,0.191
45,12.23,11.42,673,203,Self-Employed,0,Married,Graduate,0.09
22,10.52,11.7,616,131,Unemployed,3,Married,Graduate,0.044
30,21.7,31.36,618,156,Salaried,1,Married,Graduate,0.073
50,2.08,1.39,770,155,Salaried,0,Married,Graduate,0.187
65,16.86,2.28,524,22,Self-Employed,1,Married,Post-Graduate,0.161
25,20.81,19.65,691,152,Salaried,0,Single,Graduate,0.094
53,17.73,8.96,667,157,Unemployed,3,Married,Graduate,0.085
21,30.6,21.61,759,25,Salaried,0,Single,Graduate,0.174
38,7.77,6.09,557,45,Salaried,1,Married,Graduate,0.069
52,19.66,3.74,701,215,Salaried,0,Single,Graduate,0.231
31,11.15,8.7,734,97,Salaried,0,Single,High School,0.118
41,21.87,15.24,509,224,Salaried,2,Single,Post-Graduate,0.0
46,11.94,13.1,592,136,Unemployed,1,Married,Post-Graduate,0.113
45,8.9,8.93,690,165,Salaried,3,Married,Post-Graduate,0.138
42,22.45,8.07,751,181,Salaried,0,Married,High School,0.251
47,8.07,3.14,718,200,Salaried,1,Married,High School,0.109
33,1.0,1.0,756,178,Salaried,1,Married,Graduate,0.177
53,7.87,2.76,592,141,Salaried,0,Married,High School,0.047
54,16.95,17.29,541,196,Salaried,2,Married,Graduate,0.0
61,23.14,34.53,708,61,Salaried,1,Married,Post-Graduate,0.067
55,12.89,13.06,577,124,Unemployed,1,Single,Graduate,0.094
21,22.55,21.41,613,155,Self-Employed,1,Single,Post-Graduate,0.134
41,1.13,1.0,793,73,Self-Employed,0,Single,Graduate,0.209
26,8.45,4.54,718,109,Salaried,1,Single,Graduate,0.206
48,9.69,13.33,643,150,Salaried,1,Married,High School,0.05
37,11.08,16.14,630,222,Self-Employed,3,Married,Graduate,0.115
25,12.67,10.08,762,138,Self-Employed,1,Married,Graduate,0.222
51,17.53,8.88,721,202,Salaried,1,Married,Graduate,0.136
25,8.44,9.94,578,41,Salaried,2,Single,Post-Graduate,0.068
58,13.11,3.74,505,193,Salaried,1,Married,Graduate,0.089
23,11.64,13.64,888,210,Salaried,1,Single,Graduate,0.185
43,4.59,5.72,577,166,Self-Employed,1,Single,Graduate,0.027
57,11.09,3.05,752,97,Salaried,1,Married,Post-Graduate,0.232
57,10.85,15.92,851,203,Salaried,0,Married,Graduate,0.191
30,10.68,15.8,714,92,Self-Employed,1,Single,Post-Graduate,0.106
30,12.25,17.29,639,90,Salaried,1,Married,Post-Graduate,0.106
39,12.61,10.02,557,148,Self-Employed,1,Single,Graduate,0.003
37,8.54,3.8,555,87,Self-Employed,0,Married,Graduate,0.138
41,22.18,20.29,737,211,Salaried,1,Single,Post-Graduate,0.147
34,2.64,1.82,845,141,Salaried,3,Single,Post-Graduate,0.168
29,6.23,2.42,660,60,Salaried,1,Married,Graduate,0.074
21,34.24,23.73,644,59,Salaried,2,Single,Graduate,0.161
65,3.7,3.81,769,66,Self-Employed,0,Single,Graduate,0.175
33,1.17,1.0,631,91,Self-Employed,2,Single,Graduate,0.153
24,17.88,10.13,727,78,Self-Employed,1,Single,Graduate,0.24
21,1.0,1.0,704,126,Self-Employed,0,Single,Post-Graduate,0.271
60,10.12,11.63,659,123,Salaried,1,Single,Graduate,0.027
52,29.17,29.08,698,170,Self-Employed,0,Married,Graduate,0.151
54,1.0,1.0,876,118,Self-Employed,1,Single,Graduate,0.209
48,1.0,1.45,760,37,Salaried,0,Married,Graduate,0.247
51,1.0,1.0,809,121,Unemployed,2,Married,Post-Graduate,0.219
28,19.19,17.77,608,77,Salaried,3,Single,Graduate,0.162
59,21.0,24.93,809,169,Self-Employed,0,Married,Graduate,0.186
46,7.9,9.5,763,216,Self-Employed,3,Married,Post-Graduate,0.199
54,17.47,2.59,550,112,Salaried,1,Married,Post-Graduate,0.137
23,23.12,31.65,753,217,Salaried,0,Married,Graduate,0.056
32,26.3,36.45,648,12,Salaried,2,Single,Graduate,0.176
21,10.03,8.89,545,235,Salaried,0,Married,Post-Graduate,0.079
64,1.0,1.0,712,81,Salaried,0,Married,High School,0.168
25,5.43,1.0,753,161,Salaried,3,Single,Post-Graduate,0.147
50,8.59,7.62,715,214,Salaried,1,Single,Graduate,0.192
50,9.93,6.68,689,124,Salaried,0,Married,Post-Graduate,0.063
37,10.5,12.41,666,226,Salaried,1,Married,Post-Graduate,0.031
43,20.95,13.94,900,65,Salaried,0,Married,High School,0.283
35,22.2,23.47,581,153,Self-Employed,1,Married,Graduate,0.0
57,10.63,2.57,787,25,Self-Employed,1,Married,Post-Graduate,0.21
41,20.79,5.95,701,223,Salaried,1,Married,Graduate,0.184
34,14.86,4.39,614,210,Salaried,1,Married,Graduate,0.178
22,12.52,2.05,695,30,Unemployed,1,Married,Post-Graduate,0.262
31,19.25,16.51,560,165,Salaried,0,Single,Graduate,0.109
59,12.58,15.24,640,70,Self-Employed,1,Single,Graduate,0.028
58,28.46,27.17,695,161,Salaried,2,Married,Graduate,0.045
54,1.0,1.0,544,17,Salaried,0,Married,Graduate,0.105
58,7.88,8.3,750,74,Self-Employed,0,Married,Graduate,0.25
54,10.99,6.32,603,88,Unemployed,0,Married,Graduate,0.173
38,15.52,9.42,554,85,Self-Employed,1,Married,High School,0.111
50,22.14,11.96,591,193,Self-Employed,2,Married,Graduate,0.0
35,11.8,12.94,900,138,Salaried,1,Single,Graduate,0.274
47,1.0,1.0,502,158,Salaried,0,Married,Post-Graduate,0.038
54,18.74,2.22,743,106,Salaried,0,Married,Graduate,0.214
58,18.04,16.86,624,21,Salaried,3,Married,Graduate,0.141
53,1.0,1.42,664,48,Unemployed,0,Single,Post-Graduate,0.13
44,11.97,11.41,760,216,Salaried,0,Married,Graduate,0.179
35,1.0,1.2,755,156,Salaried,0,Married,Graduate,0.201
50,6.68,6.96,631,194,Salaried,0,Married,Graduate,0.205
62,4.78,3.81,564,144,Salaried,0,Married,Graduate,0.074
